address,parking,type,num_schools,cost,suburb,beds,baths,cost/(beds+baths)
"301/163 Fitzroy Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,680.0,St Kilda,2,2,170.0
"201/1 Mount Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,470.0,Prahran,1,1,235.0
"6/11A Pine Avenue, Elwood VIC 3184",1,Apartment / Unit / Flat,12,470.0,Elwood,2,1,156.66666666666666
"15 St Edmonds Road, Prahran VIC 3181",1,Apartment / Unit / Flat,11,450.0,Prahran,1,1,225.0
"14/131 Brighton Road, Elwood VIC 3184",1,Apartment / Unit / Flat,11,450.0,Elwood,1,1,225.0
"1/54 Tennyson Street, Elwood VIC 3184",1,Apartment / Unit / Flat,11,450.0,Elwood,1,1,225.0
"5/254-256 Dandenong Road, St Kilda East VIC 3183",1,Apartment / Unit / Flat,11,410.0,St Kilda East,1,1,205.0
"102/201 High Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,450.0,Prahran,1,1,225.0
"7 Raglan Street, St Kilda East VIC 3183",0,Apartment / Unit / Flat,10,385.0,St Kilda East,1,1,192.5
"217/27-31 Herbert Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,660.0,St Kilda,2,2,165.0
"UNIT 5/57 CHAPEL STREET, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,665.0,St Kilda,2,1,221.66666666666666
"26/55 Alexandra St, St Kilda East VIC 3183",1,Apartment / Unit / Flat,9,390.0,St Kilda East,1,1,195.0
"4/104 Alexandra Street, St Kilda East VIC 3183",1,House,10,375.0,St Kilda East,1,1,187.5
"2/60 Chomley Street, Prahran VIC 3181",1,Apartment / Unit / Flat,11,450.0,Prahran,2,1,150.0
"27/250 Dandenong Road, St Kilda East VIC 3183",1,Apartment / Unit / Flat,11,370.0,St Kilda East,1,1,185.0
"141 Brighton Road, Elwood VIC 3184",0,Apartment / Unit / Flat,11,430.0,Elwood,1,1,215.0
"7/5 May Street, Elwood VIC 3184",0,Apartment / Unit / Flat,11,440.0,Elwood,2,1,146.66666666666666
"304/25-29 Alma Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,670.0,St Kilda,2,2,167.5
"10/93 Glen Huntly Road, Elwood VIC 3184",0,Apartment / Unit / Flat,11,420.0,Elwood,1,1,210.0
"9/20 Tennyson Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,670.0,St Kilda,2,2,167.5
"10/93 Glen Huntly Road, Elwood VIC 3184",0,Apartment / Unit / Flat,11,420.0,Elwood,1,1,210.0
"2/60 Chomley Street, Prahran VIC 3181",1,Apartment / Unit / Flat,11,450.0,Prahran,2,1,150.0
"103/15 Clifton Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,450.0,Prahran,1,1,225.0
"309a/33 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,660.0,St Kilda,2,1,220.0
"1/11 Scott Street, Elwood VIC 3184",1,Apartment / Unit / Flat,11,425.0,Elwood,2,1,141.66666666666666
"11/58 Alma Rd, St Kilda East VIC 3183",0,Apartment / Unit / Flat,9,365.0,St Kilda East,1,1,182.5
"605/15 Clifton Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,450.0,Prahran,1,1,225.0
"1/123 Williams Road, Prahran VIC 3181",0,Apartment / Unit / Flat,11,440.0,Prahran,1,1,220.0
"7/85 Grosvenor Street, St Kilda East VIC 3183",1,Apartment / Unit / Flat,11,330.0,St Kilda East,1,1,165.0
"606/157 Fitzroy St, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,650.0,St Kilda,2,1,216.66666666666666
"5/2 Emilton Avenue, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,650.0,St Kilda,2,1,216.66666666666666
"3/6 Te-Arai Avenue, St Kilda East VIC 3183",1,Apartment / Unit / Flat,11,330.0,St Kilda East,1,1,165.0
"2/158 Williams Road, Prahran VIC 3181",1,Apartment / Unit / Flat,11,440.0,Prahran,1,1,220.0
"26 Imbros Street, Hampton VIC 3188",2,House,11,1995.0,Hampton,4,3,285.0
"13/220 Barkly Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,650.0,St Kilda,2,2,162.5
"5 St Kilian Street, Hampton VIC 3188",2,House,11,3000.0,Hampton,4,4,375.0
"1/19 Robe St, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,650.0,St Kilda,2,1,216.66666666666666
"8/113 Addison Street, Elwood VIC 3184",1,Apartment / Unit / Flat,11,420.0,Elwood,1,1,210.0
"2/197 Brighton Road, Elwood VIC 3184",1,Apartment / Unit / Flat,11,370.0,Elwood,1,1,185.0
"11 Lawson St, Hampton VIC 3188",2,House,11,1900.0,Hampton,4,2,316.6666666666667
"2/1 Rae Court, Prahran VIC 3181",0,Apartment / Unit / Flat,11,440.0,Prahran,2,1,146.66666666666666
"12/6 Karbarook Avenue, Prahran VIC 3181",1,Apartment / Unit / Flat,12,440.0,Prahran,1,1,220.0
"17/93 Glen Huntly Road, Elwood VIC 3184",1,Apartment / Unit / Flat,11,380.0,Elwood,1,1,190.0
"10/32 Donald Street, Prahran VIC 3181",1,Apartment / Unit / Flat,11,430.0,Prahran,1,1,215.0
"109/173 Barkly Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,640.0,St Kilda,2,1,213.33333333333334
"3/K7 High Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,430.0,Prahran,1,1,215.0
"709/163 Fitzroy Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,650.0,St Kilda,2,1,216.66666666666666
"2/2 Tennyson Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,650.0,St Kilda,2,1,216.66666666666666
"7/2A Spring Street, Prahran VIC 3181",1,Apartment / Unit / Flat,11,420.0,Prahran,1,1,210.0
"15 Imbros Street, Hampton VIC 3188",2,House,11,1250.0,Hampton,4,2,208.33333333333334
"G02/24 Grenville Street, Hampton VIC 3188",2,Apartment / Unit / Flat,11,1695.0,Hampton,3,2,339.0
"56/15 Beach Road, Hampton VIC 3188",2,Apartment / Unit / Flat,10,1400.0,Hampton,2,2,350.0
"304/109 Inkerman St, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,630.0,St Kilda,2,2,157.5
"15 Earlsfield Road, Hampton VIC 3188",2,House,11,1250.0,Hampton,4,3,178.57142857142858
"313/6 Victoria St, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,630.0,St Kilda,1,1,315.0
"502C/10 Koolkuna Lane, Hampton VIC 3188",2,Apartment / Unit / Flat,11,1200.0,Hampton,3,3,200.0
"3/29 Greville Street, Prahran VIC 3181",1,Apartment / Unit / Flat,11,410.0,Prahran,1,1,205.0
"17/25 Williams Road, Prahran VIC 3181",0,Apartment / Unit / Flat,11,400.0,Prahran,1,1,200.0
"710/42 Porter Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,400.0,Prahran,1,1,200.0
"19/151 Fitzroy Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,625.0,St Kilda,2,1,208.33333333333334
"204/71 Inkerman St, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,625.0,St Kilda,2,1,208.33333333333334
"3 Octavia Street, St Kilda VIC 3182",0,House,11,620.0,St Kilda,2,1,206.66666666666666
"711/42 Porter Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,390.0,Prahran,1,1,195.0
"2/2A Closeburn Avenue, Prahran VIC 3181",1,Apartment / Unit / Flat,11,380.0,Prahran,1,1,190.0
"2/542 Bluff Road, Hampton VIC 3188",2,House,11,1100.0,Hampton,4,3,157.14285714285714
"6/1 Milburn Grove, St Kilda VIC 3182",2,Apartment / Unit / Flat,10,620.0,St Kilda,2,1,206.66666666666666
"15/39 Wellington Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,600.0,St Kilda,1,1,300.0
"13/17 Macquarie Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,300.0,Prahran,1,1,150.0
"4/3 Littlewood Street, Hampton VIC 3188",1,House,11,1200.0,Hampton,3,2,240.0
"9/319 Dandenong Road, Prahran VIC 3181",1,Apartment / Unit / Flat,11,350.0,Prahran,1,1,175.0
"13/8 Williams Road, Prahran VIC 3181",1,Apartment / Unit / Flat,11,380.0,Prahran,1,1,190.0
"12 Hudson Street, Hampton VIC 3188",3,House,11,1190.0,Hampton,5,2,170.0
"202B/21 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,600.0,St Kilda,2,1,200.0
"8/52 Fitzroy St, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,595.0,St Kilda,1,1,297.5
"503/42 Porter Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,285.0,Prahran,1,1,142.5
"35 Bateman Street, Hampton VIC 3188",3,House,11,1000.0,Hampton,4,2,166.66666666666666
"107/27-31 Herbert Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,595.0,St Kilda,1,1,297.5
"96 Orlando Street, Hampton VIC 3188",2,House,10,775.0,Hampton,2,2,193.75
"10/146 St Kilda Road, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,595.0,St Kilda,1,1,297.5
"42 Porter Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,285.0,Prahran,1,1,142.5
"1/9 Foster Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,595.0,St Kilda,2,1,198.33333333333334
"1-5 Donald Street, Prahran VIC 3181",0,Apartment / Unit / Flat,11,275.0,Prahran,1,1,137.5
"1/27 Crisp Street, Hampton VIC 3188",2,Apartment / Unit / Flat,11,750.0,Hampton,3,1,187.5
"10/135 Fitzroy Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,600.0,St Kilda,2,1,200.0
"57/352 Canterbury Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,600.0,St Kilda,1,1,300.0
"1/18 Grenville Street, Hampton VIC 3188",2,Apartment / Unit / Flat,11,670.0,Hampton,2,1,223.33333333333334
"21/56 Beach Road, Hampton VIC 3188",1,Apartment / Unit / Flat,10,625.0,Hampton,2,1,208.33333333333334
"1/19-21 Dalgety Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,600.0,St Kilda,2,1,200.0
"4/21 Alicia Street, Hampton VIC 3188",2,Apartment / Unit / Flat,11,610.0,Hampton,2,1,203.33333333333334
"1/60 The Avenue, Prahran VIC 3181",0,Apartment / Unit / Flat,11,240.0,Prahran,1,1,120.0
"7/55 Chapel Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,595.0,St Kilda,2,1,198.33333333333334
"8/12 Kipling Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,595.0,St Kilda,3,1,148.75
"8/38 Holyrood Street, Hampton VIC 3188",1,Apartment / Unit / Flat,11,550.0,Hampton,2,1,183.33333333333334
"204/181-185 St Kilda Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,590.0,St Kilda,2,2,147.5
"7/54 Fewster Road, Hampton VIC 3188",1,Apartment / Unit / Flat,11,520.0,Hampton,2,1,173.33333333333334
"1/170 St Kilda Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,590.0,St Kilda,2,1,196.66666666666666
"401/7 Belford Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,585.0,St Kilda,2,1,195.0
"1/232 Barkly Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,580.0,St Kilda,2,2,145.0
"3/4 Gurner Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,580.0,St Kilda,2,1,193.33333333333334
"307/6 St Kilda Rd, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,575.0,St Kilda,1,1,287.5
"304/126 Chapel St, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,575.0,St Kilda,1,1,287.5
"24/14 Chapel Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,575.0,St Kilda,2,1,191.66666666666666
"308/38 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,575.0,St Kilda,2,1,191.66666666666666
"16 Tramway Parade, Beaumaris VIC 3193",2,House,4,1450.0,Beaumaris,4,3,207.14285714285714
"202/125 Fitzroy Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,575.0,St Kilda,1,1,287.5
"18/472 Beach Road, Beaumaris VIC 3193",2,Apartment / Unit / Flat,8,1450.0,Beaumaris,4,3,207.14285714285714
"3 Bellaire Court, Beaumaris VIC 3193",2,House,10,1450.0,Beaumaris,6,3,161.11111111111111
"1/511 Balcombe Road, Beaumaris VIC 3193",2,House,5,1495.0,Beaumaris,4,3,213.57142857142858
"119/135 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,570.0,St Kilda,2,1,190.0
"G04/40-44 Pakington Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,570.0,St Kilda,2,1,190.0
"206/38 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,570.0,St Kilda,2,1,190.0
"3/22 Jackson Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,550.0,St Kilda,2,1,183.33333333333334
"8/380 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,550.0,St Kilda,1,1,275.0
"3 Bellaire Court, Beaumaris VIC 3193",2,House,10,1200.0,Beaumaris,6,3,133.33333333333334
"1 Scarborough Grove, Beaumaris VIC 3193",2,House,10,1100.0,Beaumaris,4,2,183.33333333333334
"22 Cavanagh Street, Cheltenham VIC 3192",2,House,5,1150.0,Cheltenham,5,2,164.28571428571428
"2A Cromer Road, Beaumaris VIC 3193",2,House,9,1070.0,Beaumaris,4,2,178.33333333333334
"414/163-169 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,550.0,St Kilda,2,1,183.33333333333334
"44 Farm Road, Cheltenham VIC 3192",2,House,4,1100.0,Cheltenham,4,2,183.33333333333334
"14/12 York Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,550.0,St Kilda,2,1,183.33333333333334
"29 Longbeach Close, Aspendale VIC 3195",2,Apartment / Unit / Flat,5,680.0,Aspendale,2,2,170.0
"9/120-122 Nepean Highway, Aspendale VIC 3195",1,Apartment / Unit / Flat,4,650.0,Aspendale,2,1,216.66666666666666
"11/352 Canterbury Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,550.0,St Kilda,2,1,183.33333333333334
"144A Weatherall Road, Cheltenham VIC 3192",3,House,9,1125.0,Cheltenham,4,2,187.5
"5 Gladstone Avenue, Aspendale VIC 3195",2,House,4,1800.0,Aspendale,5,3,225.0
"2/11A Redan Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,550.0,St Kilda,2,1,183.33333333333334
"167 Charman Road, Beaumaris VIC 3193",2,House,10,950.0,Beaumaris,4,3,135.71428571428572
"305/13 Wellington Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,540.0,St Kilda,1,1,270.0
"3 Scott Street, Beaumaris VIC 3193",4,House,6,900.0,Beaumaris,3,2,180.0
"4/260 St Kilda Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,535.0,St Kilda,2,1,178.33333333333334
"5/10 Redan Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,525.0,St Kilda,2,1,175.0
"10 Spicer Street, Beaumaris VIC 3193",2,House,10,750.0,Beaumaris,3,2,150.0
"3 Inlet Street, Aspendale VIC 3195",1,House,5,560.0,Aspendale,2,1,186.66666666666666
"4/16 Charnwood Crescent, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,525.0,St Kilda,3,1,131.25
"2/5 Sophia Avenue, Aspendale VIC 3195",1,Apartment / Unit / Flat,4,540.0,Aspendale,2,1,180.0
"83 Reserve Rd, Beaumaris VIC 3193",3,House,4,725.0,Beaumaris,3,2,145.0
"8/150 Alma Road, St Kilda VIC 3182",2,Apartment / Unit / Flat,11,525.0,St Kilda,2,1,175.0
"11 Jodi Street, Cheltenham VIC 3192",3,House,4,820.0,Cheltenham,4,2,136.66666666666666
"6/7 Herbert Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,520.0,St Kilda,2,1,173.33333333333334
"10 Alfred Street, Beaumaris VIC 3193",1,House,10,630.0,Beaumaris,3,1,157.5
"2 Judd Parade, Cheltenham VIC 3192",2,House,10,785.0,Cheltenham,3,2,157.0
"11 Baringhup Street, Cheltenham VIC 3192",3,House,5,750.0,Cheltenham,4,2,125.0
"52 Wingrove Street, Cheltenham VIC 3192",1,House,4,720.0,Cheltenham,3,1,180.0
"G05/182 Barkly Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,515.0,St Kilda,1,1,257.5
"2/28 Carlisle Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,510.0,St Kilda,2,1,170.0
"14 alma road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,500.0,St Kilda,1,1,250.0
"202 Centre Dandenong Road, Cheltenham VIC 3192",4,House,6,720.0,Cheltenham,4,2,120.0
"7/89 Fitzroy Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,520.0,St Kilda,1,1,260.0
"4 Garfield Street, Cheltenham VIC 3192",4,House,5,720.0,Cheltenham,3,2,144.0
"7/170 St Kilda Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,500.0,St Kilda,1,1,250.0
"7 Cameron Street, Cheltenham VIC 3192",1,House,8,700.0,Cheltenham,3,1,175.0
"1/30 Wellington Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,500.0,St Kilda,2,1,166.66666666666666
"407/6 St Kilda Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,500.0,St Kilda,1,1,250.0
"14 Delacombe Court, Cheltenham VIC 3192",2,House,3,695.0,Cheltenham,3,1,173.75
"501/181 St Kilda Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,500.0,St Kilda,1,1,250.0
"403/88 Carlisle Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,500.0,St Kilda,1,1,250.0
"9/8 Charnwood Grove, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,495.0,St Kilda,2,1,165.0
"4/30 Garfield Street, Cheltenham VIC 3192",1,Apartment / Unit / Flat,3,650.0,Cheltenham,2,2,162.5
"9 Lorraine Street, Cheltenham VIC 3192",2,House,10,675.0,Cheltenham,3,2,135.0
"58 Mcindoe Parade, Parkdale VIC 3195",2,House,9,1100.0,Parkdale,5,3,137.5
"3/142 Lower Dandenong Road, Parkdale VIC 3195",2,Apartment / Unit / Flat,8,720.0,Parkdale,3,2,144.0
"11 Childers Street, Mentone VIC 3194",2,House,11,820.0,Mentone,5,1,136.66666666666666
"7/19 Redan Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,495.0,St Kilda,2,1,165.0
"2/8 Garfield Street, Cheltenham VIC 3192",1,Apartment / Unit / Flat,5,615.0,Cheltenham,2,2,153.75
"2/6 Mitford Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,490.0,St Kilda,1,1,245.0
"207/7 Brighton Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,495.0,St Kilda,2,1,165.0
"370 Warrigal Road, Cheltenham VIC 3192",3,House,3,595.0,Cheltenham,3,1,148.75
"409/2-6 Railway Road, Cheltenham VIC 3192",1,Apartment / Unit / Flat,6,650.0,Cheltenham,3,2,130.0
"11 Tylden Court, Mentone VIC 3194",2,House,8,735.0,Mentone,3,1,183.75
"11/17 Redan Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,490.0,St Kilda,2,1,163.33333333333334
"35 Antibes Street, Parkdale VIC 3195",2,House,10,900.0,Parkdale,3,1,225.0
"11/1-6 Chaprowe Court, Cheltenham VIC 3192",1,Apartment / Unit / Flat,3,580.0,Cheltenham,2,1,193.33333333333334
"18/14 Fitzroy Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,490.0,St Kilda,2,1,163.33333333333334
"2/89 Herald Street, Cheltenham VIC 3192",3,Apartment / Unit / Flat,3,600.0,Cheltenham,2,1,200.0
"8/2-10 Teague Avenue, Mentone VIC 3194",2,Apartment / Unit / Flat,9,600.0,Mentone,2,2,150.0
"2/12 Mitchell Street, Mentone VIC 3194",1,Apartment / Unit / Flat,10,650.0,Mentone,2,1,216.66666666666666
"7/18 Warrigal Road, Parkdale VIC 3195",1,Apartment / Unit / Flat,9,620.0,Parkdale,2,1,206.66666666666666
"406/78 Inkerman Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,480.0,St Kilda,1,1,240.0
"9/25 Ti Tree Grove, Parkdale VIC 3195",1,Apartment / Unit / Flat,9,560.0,Parkdale,2,1,186.66666666666666
"1/16 Houston Street, Mentone VIC 3194",1,Apartment / Unit / Flat,8,600.0,Mentone,2,1,200.0
"5/2 Thomson Rise, Parkdale VIC 3195",1,Apartment / Unit / Flat,9,540.0,Parkdale,2,1,180.0
"2/156 Parkers Road, Parkdale VIC 3195",2,House,9,595.0,Parkdale,2,2,148.75
"404/81 Warrigal Road, Mentone VIC 3194",2,Apartment / Unit / Flat,10,600.0,Mentone,2,2,150.0
"1/47 Fitzroy Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,480.0,St Kilda,2,1,160.0
"12/25 Ti-Tree Grove, Parkdale VIC 3195",1,Apartment / Unit / Flat,9,550.0,Parkdale,2,1,183.33333333333334
"10/29 Mitford Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,490.0,St Kilda,2,1,163.33333333333334
"808/6 Railway Road, Cheltenham VIC 3192",1,Apartment / Unit / Flat,6,550.0,Cheltenham,2,1,183.33333333333334
"12/1A Jean Street, Cheltenham VIC 3192",1,Apartment / Unit / Flat,4,550.0,Cheltenham,2,1,183.33333333333334
"1/47 Alma Rd, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,475.0,St Kilda,1,1,237.5
"8/1-3 Radcliff Avenue, Cheltenham VIC 3192",1,Apartment / Unit / Flat,4,550.0,Cheltenham,2,1,183.33333333333334
"2/3 Jean Street, Cheltenham VIC 3192",1,House,4,560.0,Cheltenham,2,1,186.66666666666666
"69 Park Road, Cheltenham VIC 3192",2,House,5,550.0,Cheltenham,3,1,137.5
"10/58 Beach Road, Mentone VIC 3194",0,Apartment / Unit / Flat,10,575.0,Mentone,2,1,191.66666666666666
"196 Como Parade East, Parkdale VIC 3195",1,Apartment / Unit / Flat,9,500.0,Parkdale,2,1,166.66666666666666
"504/7 Balcombe Road, Mentone VIC 3194",1,Apartment / Unit / Flat,10,580.0,Mentone,2,2,145.0
"7/1 Fiona Court, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,475.0,St Kilda,1,1,237.5
"310/116 Balcombe Road, Mentone VIC 3194",1,Apartment / Unit / Flat,9,560.0,Mentone,2,2,140.0
"3/41 Albenca Street, Mentone VIC 3194",1,Apartment / Unit / Flat,10,550.0,Mentone,2,1,183.33333333333334
"307/3-7A Alma Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,480.0,St Kilda,1,1,240.0
"11/1321-1323 Nepean Highway, Cheltenham VIC 3192",2,House,9,540.0,Cheltenham,2,1,180.0
"3/228 Balcombe Road, Mentone VIC 3194",1,Apartment / Unit / Flat,10,550.0,Mentone,2,1,183.33333333333334
"1/364 Beaconsfield Parade, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,460.0,St Kilda,2,1,153.33333333333334
"5/256 Warrigal Road, Cheltenham VIC 3192",1,Apartment / Unit / Flat,9,500.0,Cheltenham,2,1,166.66666666666666
"3/25 Herald Street, Cheltenham VIC 3192",1,Apartment / Unit / Flat,5,470.0,Cheltenham,2,1,156.66666666666666
"9/45 Robe St, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,475.0,St Kilda,2,1,158.33333333333334
"8/123 Balcombe Road, Mentone VIC 3194",1,Apartment / Unit / Flat,10,540.0,Mentone,2,1,180.0
"23/156 Lower Dandenong Road, Mentone VIC 3194",1,Apartment / Unit / Flat,7,510.0,Mentone,2,1,170.0
"418/173-177 Barkly Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,460.0,St Kilda,1,1,230.0
"10 Koala Court, Chelsea VIC 3196",2,House,3,695.0,Chelsea,3,2,139.0
"289 Station Street, Chelsea VIC 3196",2,House,2,700.0,Chelsea,4,2,116.66666666666667
"109/15 Balcombe Road, Mentone VIC 3194",1,Apartment / Unit / Flat,10,495.0,Mentone,2,2,123.75
"46 Ella Grove, Chelsea VIC 3196",4,House,2,695.0,Chelsea,3,2,139.0
"10/16 Mitford Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,460.0,St Kilda,1,1,230.0
"24/1255 Nepean Highway, Cheltenham VIC 3192",1,Apartment / Unit / Flat,3,475.0,Cheltenham,2,1,158.33333333333334
"406/3 Chesterville Road, Cheltenham VIC 3192",1,Apartment / Unit / Flat,3,450.0,Cheltenham,1,1,225.0
"15/1-3 Spenser Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,10,450.0,St Kilda,1,1,225.0
"527/8 Railway Road, Cheltenham VIC 3192",1,Apartment / Unit / Flat,6,450.0,Cheltenham,1,1,225.0
"306/157 Park Road, Cheltenham VIC 3192",1,Apartment / Unit / Flat,6,455.0,Cheltenham,1,1,227.5
"9/67a Barkly Street, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,450.0,St Kilda,2,1,150.0
"8/46 Plummer Road, Mentone VIC 3194",1,Apartment / Unit / Flat,10,495.0,Mentone,2,1,165.0
"4/34 Olive Grove, Mentone VIC 3194",1,Apartment / Unit / Flat,9,480.0,Mentone,2,1,160.0
"1/23 Higham Street, Cheltenham VIC 3192",1,Apartment / Unit / Flat,10,450.0,Cheltenham,2,1,150.0
"4/2 Kitchener Street, Mentone VIC 3194",1,Apartment / Unit / Flat,10,435.0,Mentone,2,1,145.0
"5/30 Riviera Street, Mentone VIC 3194",1,Apartment / Unit / Flat,10,420.0,Mentone,1,1,210.0
"2/61 Catherine Avenue, Chelsea VIC 3196",1,Apartment / Unit / Flat,3,485.0,Chelsea,2,1,161.66666666666666
"4/23-25 Olive Grove, Mentone VIC 3194",1,Apartment / Unit / Flat,9,450.0,Mentone,2,1,150.0
"5 Glenbrook Avenue, Chelsea VIC 3196",0,House,3,650.0,Chelsea,4,2,108.33333333333333
"509/163 Fitzroy Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,450.0,St Kilda,1,1,225.0
"2/5 Golden Avenue, Chelsea VIC 3196",1,Apartment / Unit / Flat,2,565.0,Chelsea,2,1,188.33333333333334
"P19/3-5 St Kilda Road, St Kilda VIC 3182",1,Apartment / Unit / Flat,11,450.0,St Kilda,1,1,225.0
"305/157 Park Road, Cheltenham VIC 3192",1,Apartment / Unit / Flat,6,440.0,Cheltenham,1,1,220.0
"11/8 Maury Road, Chelsea VIC 3196",2,Apartment / Unit / Flat,2,540.0,Chelsea,2,1,180.0
"508/1228 Nepean Highway, Cheltenham VIC 3192",1,Apartment / Unit / Flat,6,440.0,Cheltenham,1,1,220.0
"1/92 Ella Grove, Chelsea VIC 3196",1,Apartment / Unit / Flat,3,475.0,Chelsea,2,2,118.75
"5/39 Eildon Road, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,430.0,St Kilda,1,1,215.0
"208/157 Fitzroy St, St Kilda VIC 3182",0,Apartment / Unit / Flat,10,445.0,St Kilda,1,1,222.5
"9/10 Gurner St, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,440.0,St Kilda,1,1,220.0
"7/3 David Court, Cheltenham VIC 3192",1,Apartment / Unit / Flat,10,430.0,Cheltenham,2,1,143.33333333333334
"4/9 Stawell Street, Mentone VIC 3194",1,Apartment / Unit / Flat,10,395.0,Mentone,1,1,197.5
"21/3 Herbert Street, St Kilda VIC 3182",0,Apartment / Unit / Flat,11,430.0,St Kilda,1,1,215.0
