address,parking,type,num_schools,cost,suburb,beds,baths,cost/(beds+baths)
"6 Vintage Av, Doncaster VIC 3108",2,House,6,950.0,Doncaster,4,2,158.33333333333334
"48 Henry Street, Doncaster VIC 3108",2,House,7,1099.0,Doncaster,4,2,183.16666666666666
"4 High Street South, Kew VIC 3101",1,House,15,850.0,Kew,3,1,212.5
"35 Pakington Street, Kew VIC 3101",1,House,13,830.0,Kew,3,1,207.5
"12 Heritage Boulevard, Doncaster VIC 3108",2,House,5,950.0,Doncaster,4,2,158.33333333333334
"15 Rimington Avenue, Kew VIC 3101",2,House,12,820.0,Kew,3,1,205.0
"26 Aylmer Street, Balwyn North VIC 3104",2,House,11,830.0,Balwyn North,3,2,166.0
"5 Dunstan Street, Balwyn North VIC 3104",3,House,6,800.0,Balwyn North,4,2,133.33333333333334
"26 Aylmer St, Balwyn North VIC 3104",2,House,11,820.0,Balwyn North,3,2,164.0
"1/25 Churchill St, Kew VIC 3101",2,Apartment / Unit / Flat,12,790.0,Kew,3,2,158.0
"G04/20 Hepburn Road, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,950.0,Doncaster,3,2,190.0
"2/8 Pleasant Avenue, Kew VIC 3101",1,Apartment / Unit / Flat,12,750.0,Kew,3,2,150.0
"161 Peel Street, Kew VIC 3101",4,House,12,730.0,Kew,2,1,243.33333333333334
"95 Cityview Road, Balwyn North VIC 3104",3,House,5,780.0,Balwyn North,4,2,130.0
"29 Tannock St, Balwyn North VIC 3104",2,House,7,800.0,Balwyn North,3,2,160.0
"1/1 Woodland Street, Doncaster VIC 3108",2,House,8,895.0,Doncaster,4,2,149.16666666666666
"16 Hill Road, Balwyn North VIC 3104",1,House,6,780.0,Balwyn North,4,2,130.0
"354 Belmore Road, Balwyn VIC 3103",2,House,6,1160.0,Balwyn,5,2,165.71428571428572
"137 Winmalee Road, Balwyn VIC 3103",2,House,6,1700.0,Balwyn,5,3,212.5
"24 Nungerner Street, Balwyn VIC 3103",2,House,11,1425.0,Balwyn,4,2,237.5
"805/112 High Street, Kew VIC 3101",1,Apartment / Unit / Flat,14,750.0,Kew,2,1,250.0
"9 Hertford Cres, Balwyn VIC 3103",1,House,10,1190.0,Balwyn,3,2,238.0
"4/13 Belmont Avenue, Kew VIC 3101",1,Apartment / Unit / Flat,13,720.0,Kew,3,1,180.0
"58 First Avenue, Kew VIC 3101",1,House,12,750.0,Kew,3,1,187.5
"5/287 Barkers Road, Kew VIC 3101",2,Apartment / Unit / Flat,12,695.0,Kew,3,2,139.0
"3/52 Maud Street, Balwyn North VIC 3104",2,Apartment / Unit / Flat,11,750.0,Balwyn North,3,2,150.0
"59 Stroud Street, Balwyn VIC 3103",2,House,10,1150.0,Balwyn,4,3,164.28571428571428
"204/83 Tram Rd, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,825.0,Doncaster,3,2,165.0
"201/1273 Burke Road, Kew VIC 3101",1,Apartment / Unit / Flat,12,675.0,Kew,2,2,168.75
"22 Davis Street, Kew VIC 3101",2,House,14,700.0,Kew,3,1,175.0
"7 Madang Avenue, Balwyn VIC 3103",2,House,6,1000.0,Balwyn,4,2,166.66666666666666
"1/24 Northcote Avenue, Balwyn VIC 3103",2,Apartment / Unit / Flat,12,795.0,Balwyn,3,2,159.0
"22 Lansdown Street, Balwyn North VIC 3104",2,House,8,700.0,Balwyn North,3,2,140.0
"56 Sylvander Street, Balwyn North VIC 3104",2,House,7,680.0,Balwyn North,3,2,136.0
"2/111 Disraeli Street, Kew VIC 3101",1,Apartment / Unit / Flat,12,680.0,Kew,2,1,226.66666666666666
"4/1275 Burke Road, Kew VIC 3101",1,Apartment / Unit / Flat,12,650.0,Kew,2,1,216.66666666666666
"5/11 Yarrbat Avenue, Balwyn VIC 3103",2,Apartment / Unit / Flat,10,950.0,Balwyn,3,2,190.0
"15 Lansdown Street, Balwyn North VIC 3104",2,House,9,680.0,Balwyn North,3,2,136.0
"34 Hedderwick Street, Balwyn North VIC 3104",2,House,7,670.0,Balwyn North,2,1,223.33333333333334
"G01/832 Doncaster Road, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,790.0,Doncaster,3,2,158.0
"12 Larbert Avenue, Balwyn North VIC 3104",1,House,8,650.0,Balwyn North,3,1,162.5
"2A Hutchinson Drive, Kew VIC 3101",2,House,11,650.0,Kew,3,1,162.5
"29 Metung Street, Balwyn VIC 3103",2,House,11,750.0,Balwyn,4,2,125.0
"15 Winters Way, Doncaster VIC 3108",2,House,9,750.0,Doncaster,3,2,150.0
"G02/1084 Burke Road, Balwyn North VIC 3104",1,Apartment / Unit / Flat,12,650.0,Balwyn North,2,2,162.5
"26 Malmsbury St, Kew VIC 3101",1,House,12,650.0,Kew,2,1,216.66666666666666
"103/78 Doncaster Road, Balwyn North VIC 3104",1,Apartment / Unit / Flat,8,650.0,Balwyn North,2,2,162.5
"131 Maud Street, Balwyn North VIC 3104",1,House,8,650.0,Balwyn North,3,1,162.5
"18 Wiltshire Drive, Kew VIC 3101",2,Apartment / Unit / Flat,11,650.0,Kew,3,1,162.5
"101/13 Belmore Rd, Balwyn North VIC 3104",1,Apartment / Unit / Flat,11,650.0,Balwyn North,2,2,162.5
"74 Wiltshire Drive, Kew VIC 3101",2,House,11,620.0,Kew,3,1,155.0
"27 Baird Street, Doncaster VIC 3108",2,House,6,750.0,Doncaster,4,2,125.0
"2/111 Balwyn Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,11,680.0,Balwyn,3,2,136.0
"204/3 Tannock St, Balwyn North VIC 3104",1,Apartment / Unit / Flat,7,460.0,Balwyn North,1,1,230.0
"2/26 Maud Street, Balwyn North VIC 3104",1,Apartment / Unit / Flat,9,570.0,Balwyn North,2,1,190.0
"Apartments/1277 Burke Rd, Kew VIC 3101",1,Apartment / Unit / Flat,12,650.0,Kew,2,2,162.5
"G07/188 Whitehorse Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,12,680.0,Balwyn,2,2,170.0
"6/14 Parring Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,9,700.0,Balwyn,3,2,140.0
"5/18 Rossfield Avenue, Kew VIC 3101",1,Apartment / Unit / Flat,12,595.0,Kew,3,1,148.75
"G03/41 Walpole Street, Kew VIC 3101",1,Apartment / Unit / Flat,12,595.0,Kew,2,1,198.33333333333334
"407/18 Berkeley Street, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,730.0,Doncaster,3,2,146.0
"178 Church Road, Doncaster VIC 3108",2,House,6,715.0,Doncaster,3,2,143.0
"8/1 Parring Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,11,625.0,Balwyn,2,2,156.25
"6/8 Parring Rd, Balwyn VIC 3103",2,House,10,600.0,Balwyn,2,1,200.0
"6/54 Studley Park Road, Kew VIC 3101",2,Apartment / Unit / Flat,14,595.0,Kew,2,1,198.33333333333334
"3/88 Pakington Street, Kew VIC 3101",2,Apartment / Unit / Flat,12,580.0,Kew,2,1,193.33333333333334
"1510 (510)/188 Whitehorse Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,12,600.0,Balwyn,2,2,150.0
"1003/118 High Street, Kew VIC 3101",1,Apartment / Unit / Flat,13,575.0,Kew,2,2,143.75
"35 Fernlea Crescent, Doncaster East VIC 3109",2,House,5,1200.0,Doncaster East,4,3,171.42857142857142
"65 Morello Circle, Doncaster East VIC 3109",2,House,6,1000.0,Doncaster East,4,3,142.85714285714286
"6/8 Ridgeway Avenue, Kew VIC 3101",1,Apartment / Unit / Flat,13,575.0,Kew,2,1,191.66666666666666
"11 Heysen Court, Doncaster East VIC 3109",2,House,7,1200.0,Doncaster East,4,3,171.42857142857142
"11 Clay Drive, Doncaster VIC 3108",2,House,6,700.0,Doncaster,4,3,100.0
"163 High Street, Doncaster VIC 3108",2,House,8,720.0,Doncaster,3,1,180.0
"12 Robertswood Close, Doncaster East VIC 3109",3,House,6,1200.0,Doncaster East,5,3,150.0
"244 Research-Warrandyte Road, North Warrandyte VIC 3113",2,House,1,850.0,North Warrandyte,3,2,170.0
"14 Board Street, Doncaster VIC 3108",4,House,7,690.0,Doncaster,3,2,138.0
"3/10 Grange Road, Kew VIC 3101",1,Apartment / Unit / Flat,14,600.0,Kew,2,1,200.0
"103 Wiltshire Drive, Kew VIC 3101",2,Apartment / Unit / Flat,11,550.0,Kew,2,1,183.33333333333334
"3/2 Stevenson Street, Kew VIC 3101",2,Apartment / Unit / Flat,15,570.0,Kew,2,1,190.0
"3/380 High Street, Kew VIC 3101",1,Apartment / Unit / Flat,13,550.0,Kew,2,1,183.33333333333334
"4/1 Parring Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,11,595.0,Balwyn,2,2,148.75
"4/6 Jersey Street, Balwyn VIC 3103",1,Apartment / Unit / Flat,12,600.0,Balwyn,2,1,200.0
"3/61 Renshaw Street, Doncaster East VIC 3109",2,House,6,895.0,Doncaster East,3,2,179.0
"6/216 Belmore Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,8,600.0,Balwyn,2,1,200.0
"107/5-7 Curlew Court, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,650.0,Doncaster,3,2,130.0
"904/642 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,670.0,Doncaster,2,2,167.5
"1/33 Gordon Street, Balwyn VIC 3103",1,Apartment / Unit / Flat,11,580.0,Balwyn,2,1,193.33333333333334
"4/109 Balwyn Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,11,560.0,Balwyn,2,1,186.66666666666666
"43 Highview Drive, Doncaster VIC 3108",1,House,6,650.0,Doncaster,3,1,162.5
"213/57 Stables Circuit, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,650.0,Doncaster,2,1,216.66666666666666
"1 Rubicon Crescent, Doncaster VIC 3108",2,House,5,650.0,Doncaster,3,1,162.5
"Apartments/1277 Burke Rd, Kew VIC 3101",1,Apartment / Unit / Flat,12,550.0,Kew,2,1,183.33333333333334
"64 Canopus Dr, Doncaster East VIC 3109",2,House,7,880.0,Doncaster East,5,3,110.0
"3/7 College Parade, Kew VIC 3101",1,Apartment / Unit / Flat,13,540.0,Kew,2,1,180.0
"6/94 Princess St, Kew VIC 3101",1,Apartment / Unit / Flat,11,560.0,Kew,2,1,186.66666666666666
"2/10 Hartwood St, Kew VIC 3101",1,Apartment / Unit / Flat,13,525.0,Kew,2,1,175.0
"3/36 Jurang Street, Balwyn VIC 3103",1,Apartment / Unit / Flat,10,515.0,Balwyn,2,1,171.66666666666666
"8/206 Whitehorse Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,12,500.0,Balwyn,2,1,166.66666666666666
"5/29 Barrington Avenue, Kew VIC 3101",1,Apartment / Unit / Flat,13,540.0,Kew,2,1,180.0
"57 Morello Circle, Doncaster East VIC 3109",2,House,6,850.0,Doncaster East,4,3,121.42857142857143
"3102/188 Whitehorse Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,12,500.0,Balwyn,1,1,250.0
"335c/188 Whitehorse Road, Balwyn VIC 3103",1,Apartment / Unit / Flat,12,480.0,Balwyn,1,1,240.0
"110/83 Tram Road, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,645.0,Doncaster,3,2,129.0
"917/642 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,650.0,Doncaster,2,2,162.5
"14 Sharon Street, Doncaster VIC 3108",2,House,7,650.0,Doncaster,4,2,108.33333333333333
"206/39 Earl Street, Kew VIC 3101",1,Apartment / Unit / Flat,12,500.0,Kew,1,1,250.0
"10 Canara St, Doncaster East VIC 3109",4,House,5,830.0,Doncaster East,4,2,138.33333333333334
"206/8 Clay Drive, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,645.0,Doncaster,2,2,161.25
"17A Damala Street, Doncaster East VIC 3109",1,House,5,820.0,Doncaster East,3,2,164.0
"3/12 Stawell Street, Kew VIC 3101",1,Apartment / Unit / Flat,13,480.0,Kew,2,1,160.0
"2/45 Disraeli Street, Kew VIC 3101",1,Apartment / Unit / Flat,12,480.0,Kew,2,1,160.0
"1/57 Westbrook Street, Kew VIC 3101",1,Apartment / Unit / Flat,12,475.0,Kew,2,1,158.33333333333334
"2 Guildford Drive, Doncaster East VIC 3109",2,House,6,795.0,Doncaster East,4,2,132.5
"378 Manningham Road, Doncaster VIC 3108",2,House,6,650.0,Doncaster,5,3,81.25
"4/42 Disraeli Street, Kew VIC 3101",1,Apartment / Unit / Flat,12,450.0,Kew,2,1,150.0
"1 Outlook Drive, Doncaster VIC 3108",2,House,6,640.0,Doncaster,4,2,106.66666666666667
"212/832 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,630.0,Doncaster,2,2,157.5
"G6/802 Elgar Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,5,650.0,Doncaster,2,2,162.5
"2 The Nook, Doncaster East VIC 3109",0,House,6,800.0,Doncaster East,4,3,114.28571428571429
"8/50 Disraeli Street, Kew VIC 3101",1,Apartment / Unit / Flat,12,450.0,Kew,2,1,150.0
"204/642 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,640.0,Doncaster,2,2,160.0
"8 Taunton Street, Doncaster East VIC 3109",2,House,5,750.0,Doncaster East,4,2,125.0
"2 Tidcombe Cres, Doncaster East VIC 3109",2,House,5,770.0,Doncaster East,3,2,154.0
"20 Mulsanne Way, Donvale VIC 3111",2,House,5,1300.0,Donvale,5,2,185.71428571428572
"117-119 Arundel Street, Park Orchards VIC 3114",2,House,5,625.0,Park Orchards,4,1,125.0
"3 Monterey Crescent, Donvale VIC 3111",5,House,7,825.0,Donvale,3,1,206.25
"48 Leeds St, Doncaster East VIC 3109",2,House,5,780.0,Doncaster East,3,2,156.0
"6/152-154 Princess Street, Kew VIC 3101",1,House,11,300.0,Kew,1,2,100.0
"517/101 Tram Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,620.0,Doncaster,3,2,124.0
"24 Timber Ridge, Doncaster VIC 3108",2,House,9,620.0,Doncaster,3,1,155.0
"44 Greendale Road, Doncaster East VIC 3109",3,House,4,750.0,Doncaster East,4,2,125.0
"55 Darvall Street, Donvale VIC 3111",2,House,8,800.0,Donvale,4,2,133.33333333333334
"810/20 Hepburn Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,600.0,Doncaster,2,1,200.0
"504/5 Sovereign Point Court, Doncaster VIC 3108",1,Apartment / Unit / Flat,7,620.0,Doncaster,2,2,155.0
"15 Jefferson Grove, Doncaster East VIC 3109",4,House,6,750.0,Doncaster East,4,2,125.0
"606/5 Elgar Court, Doncaster VIC 3108",1,Apartment / Unit / Flat,5,600.0,Doncaster,2,2,150.0
"15 Heysen Grove, Doncaster East VIC 3109",2,House,7,730.0,Doncaster East,3,2,146.0
"9 Glenview Rd, Doncaster East VIC 3109",2,House,4,730.0,Doncaster East,3,2,146.0
"7 Pine Ridge, Donvale VIC 3111",2,House,8,790.0,Donvale,4,2,131.66666666666666
"111/37 Churchill Street, Doncaster East VIC 3109",2,Apartment / Unit / Flat,6,725.0,Doncaster East,3,2,145.0
"G06/59 Stables Circuit, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,600.0,Doncaster,2,2,150.0
"1 Hawk Street, Doncaster East VIC 3109",2,House,5,725.0,Doncaster East,3,2,145.0
"32 Council Street, Doncaster VIC 3108",2,House,6,600.0,Doncaster,4,2,100.0
"6 Martha Street, Donvale VIC 3111",1,Apartment / Unit / Flat,6,695.0,Donvale,3,2,139.0
"2 The Elms, Donvale VIC 3111",2,House,6,770.0,Donvale,3,2,154.0
"409/600 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,600.0,Doncaster,2,2,150.0
"143 Botanica Drive, Chirnside Park VIC 3116",2,House,8,830.0,Chirnside Park,5,3,103.75
"39 Huntingdale Drive, Chirnside Park VIC 3116",2,House,7,660.0,Chirnside Park,3,2,132.0
"709/642 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,600.0,Doncaster,2,2,150.0
"7/160 Williamsons Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,7,600.0,Doncaster,2,2,150.0
"6 Crown Point Ridge, Chirnside Park VIC 3116",1,House,8,590.0,Chirnside Park,3,1,147.5
"183a Maroondah Highway, Chirnside Park VIC 3116",2,House,7,620.0,Chirnside Park,3,2,124.0
"8 Woodlea Street, Doncaster East VIC 3109",3,House,5,699.0,Doncaster East,4,2,116.5
"2b2b1C/180 Reynolds road, Doncaster East VIC 3109",1,Apartment / Unit / Flat,5,700.0,Doncaster East,2,2,175.0
"84 Melissa Street, Donvale VIC 3111",2,House,6,785.0,Donvale,3,2,157.0
"326 Blackburn Road, Doncaster East VIC 3109",2,House,6,715.0,Doncaster East,4,2,119.16666666666667
"15/3-4 Sovereign Point Court, Doncaster VIC 3108",2,Apartment / Unit / Flat,7,580.0,Doncaster,2,1,193.33333333333334
"G1/18 Berkeley Street, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,580.0,Doncaster,2,1,193.33333333333334
"10/51-55 Leslie Street, Donvale VIC 3111",1,Apartment / Unit / Flat,6,500.0,Donvale,2,1,166.66666666666666
"5/14 Red Hill Terrace, Doncaster East VIC 3109",1,House,6,690.0,Doncaster East,3,2,138.0
"322/642 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,595.0,Doncaster,2,2,148.75
"406/600 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,580.0,Doncaster,1,1,290.0
"16 Rathmullen Quadrant, Doncaster VIC 3108",2,House,6,580.0,Doncaster,3,2,116.0
"39 Brindy Crescent, Doncaster East VIC 3109",2,House,5,690.0,Doncaster East,3,1,172.5
"5/45 St Clems Road, Doncaster East VIC 3109",2,Apartment / Unit / Flat,4,680.0,Doncaster East,3,2,136.0
"3/37 Paula Crescent, Doncaster East VIC 3109",2,House,4,680.0,Doncaster East,3,2,136.0
"6/17 Victoria Street, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,575.0,Doncaster,2,1,191.66666666666666
"603/5 Sovereign Point Court, Doncaster VIC 3108",1,Apartment / Unit / Flat,7,575.0,Doncaster,2,2,143.75
"210/101 Tram Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,570.0,Doncaster,2,2,142.5
"59 Botanic Dr, Doncaster VIC 3108",2,House,7,550.0,Doncaster,5,2,78.57142857142857
"6/881 Doncaster Road, Doncaster East VIC 3109",2,Apartment / Unit / Flat,6,675.0,Doncaster East,2,2,168.75
"309/632 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,550.0,Doncaster,1,1,275.0
"5 Myrtle Court, Doncaster East VIC 3109",1,House,5,640.0,Doncaster East,3,2,128.0
"420/101 Tram Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,550.0,Doncaster,2,2,137.5
"114/5-9 Hanke Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,5,550.0,Doncaster,1,1,275.0
"5/3 Carnarvon Street, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,550.0,Doncaster,2,1,183.33333333333334
"202/5-9 Hanke Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,5,520.0,Doncaster,1,1,260.0
"109/632 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,495.0,Doncaster,1,1,247.5
"2/4 May Street, Doncaster East VIC 3109",2,Apartment / Unit / Flat,6,610.0,Doncaster East,3,1,152.5
"5 Haig Court, Doncaster East VIC 3109",2,House,7,590.0,Doncaster East,4,1,118.0
"604/9 Red Hill Terrace, Doncaster East VIC 3109",1,Apartment / Unit / Flat,6,600.0,Doncaster East,2,2,150.0
"16 St Clems Road, Doncaster East VIC 3109",2,House,4,575.0,Doncaster East,3,2,115.0
"8/5-7 Curlew CRT, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,460.0,Doncaster,1,1,230.0
"4/213 Blackburn Road, Doncaster East VIC 3109",1,Apartment / Unit / Flat,6,570.0,Doncaster East,2,1,190.0
"311/632 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,455.0,Doncaster,1,1,227.5
"706/632-640 Doncaster Road, Doncaster VIC 3108",1,Apartment / Unit / Flat,6,470.0,Doncaster,1,1,235.0
"13 Lawes Street, Hawthorn VIC 3122",2,House,14,1400.0,Hawthorn,4,3,200.0
"505/5 Elgar Court, Doncaster VIC 3108",1,Apartment / Unit / Flat,5,450.0,Doncaster,1,1,225.0
"18 Goodall Street, Hawthorn VIC 3122",2,House,13,2400.0,Hawthorn,5,2,342.85714285714283
"190 Auburn Road, Hawthorn VIC 3122",1,House,14,1400.0,Hawthorn,4,3,200.0
"14a Hepburn Road, Doncaster VIC 3108",2,House,6,420.0,Doncaster,3,2,84.0
"3/14 Firth Street, Doncaster VIC 3108",2,Apartment / Unit / Flat,6,395.0,Doncaster,2,1,131.66666666666666
"G05/210 REYNOLDS ROAD, Doncaster East VIC 3109",1,Apartment / Unit / Flat,6,530.0,Doncaster East,2,2,132.5
"4 Hamilton Crescent, Doncaster East VIC 3109",2,House,5,530.0,Doncaster East,3,1,132.5
"27 Mason Street, Hawthorn VIC 3122",2,House,14,1350.0,Hawthorn,4,3,192.85714285714286
"G07/3 Red Hill Terrace, Doncaster East VIC 3109",1,Apartment / Unit / Flat,6,550.0,Doncaster East,2,2,137.5
"309/1 Red Hill Terrace, Doncaster East VIC 3109",1,Apartment / Unit / Flat,6,570.0,Doncaster East,2,1,190.0
"22 Belinda Crescent, Doncaster East VIC 3109",1,House,5,560.0,Doncaster East,3,1,140.0
"6/2 Daws Road, Doncaster East VIC 3109",1,Apartment / Unit / Flat,5,525.0,Doncaster East,2,1,175.0
"17 Liddiard Street, Hawthorn VIC 3122",4,House,14,1200.0,Hawthorn,4,1,240.0
"7/243 Blackburn Road, Doncaster East VIC 3109",2,Apartment / Unit / Flat,6,520.0,Doncaster East,2,1,173.33333333333334
"114/7 Red Hill Terrace, Doncaster East VIC 3109",1,Apartment / Unit / Flat,6,460.0,Doncaster East,1,1,230.0
"54 Urquhart Street, Hawthorn VIC 3122",2,House,13,1300.0,Hawthorn,4,2,216.66666666666666
"11/1042 Doncaster Road, Doncaster East VIC 3109",1,Apartment / Unit / Flat,5,450.0,Doncaster East,1,1,225.0
"15 Leslie Street, Hawthorn VIC 3122",0,House,13,1100.0,Hawthorn,4,1,220.0
"2/165 Blackburn Rd, Doncaster East VIC 3109",1,Apartment / Unit / Flat,6,390.0,Doncaster East,1,1,195.0
"43 Bell Street, Hawthorn VIC 3122",2,House,14,1100.0,Hawthorn,3,2,220.0
"19 Lovell Street, Hawthorn East VIC 3123",2,House,11,3300.0,Hawthorn East,5,3,412.5
"310/35 Camberwell Road, Hawthorn East VIC 3123",4,Apartment / Unit / Flat,14,2950.0,Hawthorn East,4,3,421.42857142857144
"3/28 Hawthorn Glen, Hawthorn VIC 3122",2,Apartment / Unit / Flat,13,1080.0,Hawthorn,3,2,216.0
"35 Morang Road, Hawthorn VIC 3122",2,House,15,950.0,Hawthorn,3,1,237.5
"70 Melville Street, Hawthorn VIC 3122",0,House,15,895.0,Hawthorn,2,2,223.75
"3/767 Glenferrie Road, Hawthorn VIC 3122",0,Apartment / Unit / Flat,13,900.0,Hawthorn,3,2,180.0
"78 St Helens Road, Hawthorn East VIC 3123",2,House,12,1300.0,Hawthorn East,4,2,216.66666666666666
"4 Hugh Street, Hawthorn East VIC 3123",2,House,12,1500.0,Hawthorn East,5,3,187.5
"89 Rathmines Road, Hawthorn East VIC 3123",2,House,14,1450.0,Hawthorn East,5,2,207.14285714285714
"1/9 Russell St, Hawthorn East VIC 3123",4,Apartment / Unit / Flat,13,1500.0,Hawthorn East,3,2,300.0
"19 Elgin Street, Hawthorn VIC 3122",0,House,15,815.0,Hawthorn,3,1,203.75
"35 Fairmont Avenue, Camberwell VIC 3124",2,House,13,1300.0,Camberwell,4,2,216.66666666666666
"12 Tyrone Street, Camberwell VIC 3124",2,House,11,1390.0,Camberwell,4,2,231.66666666666666
"616 Glenferrie Road, Hawthorn VIC 3122",1,Apartment / Unit / Flat,14,750.0,Hawthorn,1,1,375.0
"1/8 Mowbray Street, Hawthorn East VIC 3123",2,House,12,1295.0,Hawthorn East,4,3,185.0
"46 Fordham Avenue, Camberwell VIC 3124",2,House,10,1400.0,Camberwell,5,4,155.55555555555554
"424/200 Burwood Road, Hawthorn VIC 3122",2,Apartment / Unit / Flat,14,780.0,Hawthorn,2,2,195.0
"111/590 Camberwell Road, Camberwell VIC 3124",2,Apartment / Unit / Flat,11,1250.0,Camberwell,3,2,250.0
"301/590 Camberwell Road, Camberwell VIC 3124",2,Apartment / Unit / Flat,11,1400.0,Camberwell,3,2,280.0
"5 Thomas Street, Camberwell VIC 3124",2,House,11,1200.0,Camberwell,4,3,171.42857142857142
"3/1 Maraquita Grove, Hawthorn East VIC 3123",2,House,11,1100.0,Hawthorn East,4,2,183.33333333333334
"103/22 Findon Street, Hawthorn VIC 3122",2,Apartment / Unit / Flat,14,750.0,Hawthorn,3,2,150.0
"412/17 Lynch Street, Hawthorn VIC 3122",1,Apartment / Unit / Flat,14,730.0,Hawthorn,2,2,182.5
"33/1 Domville Avenue, Hawthorn VIC 3122",2,Apartment / Unit / Flat,15,725.0,Hawthorn,2,2,181.25
"41 Faversham Road, Canterbury VIC 3126",2,House,12,1850.0,Canterbury,5,2,264.2857142857143
"24 Milton Street, Canterbury VIC 3126",2,House,12,1350.0,Canterbury,4,2,225.0
"50 Hopetoun Avenue, Canterbury VIC 3126",2,House,12,1400.0,Canterbury,5,3,175.0
"7/78 Campbell Road, Hawthorn East VIC 3123",2,Apartment / Unit / Flat,12,1100.0,Hawthorn East,4,3,157.14285714285714
"49 Harold Street, Hawthorn East VIC 3123",2,House,14,1200.0,Hawthorn East,3,2,240.0
"3/45 Denham Street, Hawthorn VIC 3122",0,House,14,675.0,Hawthorn,2,1,225.0
"35 Fairfield Avenue, Camberwell VIC 3124",1,House,12,1050.0,Camberwell,3,1,262.5
"24 Wattle Valley Road, Canterbury VIC 3126",0,House,12,1250.0,Canterbury,4,2,208.33333333333334
"G03/7 Riversdale Road, Hawthorn VIC 3122",1,Apartment / Unit / Flat,14,695.0,Hawthorn,2,2,173.75
"18/17-25 Yarra Street, Hawthorn VIC 3122",1,Apartment / Unit / Flat,14,700.0,Hawthorn,3,2,140.0
"27 Halley Avenue, Camberwell VIC 3124",2,House,11,950.0,Camberwell,4,1,190.0
"74 Bryson Street, Canterbury VIC 3126",1,House,12,1300.0,Canterbury,4,2,216.66666666666666
"169 Mont Albert Road, Canterbury VIC 3126",1,House,12,990.0,Canterbury,4,2,165.0
"203/577 Glenferrie Road, Hawthorn VIC 3122",1,Apartment / Unit / Flat,14,695.0,Hawthorn,2,2,173.75
"402 Barkers Road, Hawthorn East VIC 3123",2,House,13,1050.0,Hawthorn East,4,2,175.0
"2/468 Glenferrie Road, Hawthorn VIC 3122",1,Apartment / Unit / Flat,12,695.0,Hawthorn,3,1,173.75
"54 Lilydale Grove, Hawthorn East VIC 3123",1,House,14,795.0,Hawthorn East,3,1,198.75
"306/121 Power Street, Hawthorn VIC 3122",1,Apartment / Unit / Flat,15,650.0,Hawthorn,2,1,216.66666666666666
"101/147 Riversdale Road, Hawthorn VIC 3122",1,Apartment / Unit / Flat,13,640.0,Hawthorn,2,2,160.0
"18 Avenue Road, Camberwell VIC 3124",1,House,13,950.0,Camberwell,3,2,190.0
"1 Torrington Street, Canterbury VIC 3126",2,House,12,980.0,Canterbury,3,2,196.0
"106/220 Canterbury Road, Canterbury VIC 3126",1,Apartment / Unit / Flat,12,695.0,Canterbury,2,1,231.66666666666666
